"CPC V10","CPCpartial","ISIC Rev3","ISICpartial","Comment"
"62542",1,"5259",1,
"62543",1,"5211",1,
"62543",1,"5219",1,
"62543",1,"5233",1,
"62543",1,"5240",1,
"62543",1,"5251",1,
"62543",1,"5252",1,
"62543",1,"5259",1,
"62544",1,"5211",1,
"62544",1,"5219",1,
"62544",1,"5233",1,
"62544",1,"5240",1,
"62544",1,"5251",1,
"62544",1,"5252",1,
"62544",1,"5259",1,
"62545",1,"5211",1,
"62545",1,"5219",1,
"62545",1,"5233",1,
"62545",1,"5240",1,
"62545",1,"5251",1,
"62545",1,"5252",1,
"62545",1,"5259",1,
"62546",1,"5211",1,
"62546",1,"5219",1,
"62546",1,"5233",1,
"62546",1,"5240",1,
"62546",1,"5251",1,
"62546",1,"5252",1,
"62546",1,"5259",1,
"62549",1,"5211",1,
"62549",1,"5219",1,
"62549",1,"5233",1,
"62549",1,"5240",1,
"62549",1,"5251",1,
"62549",1,"5252",1,
"62549",1,"5259",1,
"62551",1,"5211",1,
"62551",1,"5219",1,
"62551",1,"5239",1,
"62551",1,"5240",1,
"62551",1,"5251",1,
"62551",1,"5252",1,
"62551",1,"5259",1,
"62552",1,"5211",1,
"62552",1,"5219",1,
"62552",1,"5239",1,
"62552",1,"5240",1,
"62552",1,"5251",1,
"62552",1,"5252",1,
"62552",1,"5259",1,
"62553",1,"5211",1,
"62553",1,"5219",1,
"62553",1,"5239",1,
"62553",1,"5240",1,
"62553",1,"5251",1,
"62553",1,"5252",1,
"62553",1,"5259",1,
"62554",1,"5211",1,
"62554",1,"5219",1,
"62554",1,"5239",1,
"62554",1,"5240",1,
"62554",1,"5251",1,
"62554",1,"5252",1,
"62554",1,"5259",1,
"62555",1,"5211",1,
"62555",1,"5219",1,
"62555",1,"5239",1,
"62555",1,"5240",1,
"62555",1,"5251",1,
"62555",1,"5252",1,
"62555",1,"5259",1,
"62556",1,"5211",1,
"62556",1,"5219",1,
"62556",1,"5232",1,
"62556",1,"5240",1,
"62556",1,"5251",1,
"62556",1,"5252",1,
"62556",1,"5259",1,
"62559",1,"5211",1,
"62559",1,"5219",1,
"62559",1,"5239",1,
"62559",1,"5240",1,
"62559",1,"5251",1,
"62559",1,"5252",1,
"62559",1,"5259",1,
"62561",1,"5211",1,
"62561",1,"5219",1,
"62561",1,"5234",1,
"62561",1,"5251",1,
"62561",1,"5252",1,
"62561",1,"5259",1,
"62562",1,"5211",1,
"62562",1,"5219",1,
"62562",1,"5234",1,
"62562",1,"5251",1,
"62562",1,"5252",1,
"62562",1,"5259",1,
"62563",1,"5211",1,
"62563",1,"5219",1,
"62563",1,"5239",1,
"62563",1,"5251",1,
"62563",1,"5252",1,
"62563",1,"5259",1,
"62564",1,"5211",1,
"62564",1,"5219",1,
"62564",1,"5234",1,
"62564",1,"5251",1,
"62564",1,"5252",1,
"62564",1,"5259",1,
"62565",1,"5211",1,
"62565",1,"5219",1,
"62565",1,"5234",1,
"62565",1,"5240",1,
"62565",1,"5251",1,
"62565",1,"5252",1,
"62565",1,"5259",1,
"62572",1,"5211",1,
"62572",1,"5219",1,
"62572",1,"5239",1,
"62572",1,"5251",1,
"62572",1,"5252",1,
"62572",1,"5259",1,
"62573",1,"5211",1,
"62573",1,"5219",1,
"62573",1,"5231",1,
"62573",1,"5251",1,
"62573",1,"5252",1,
"62573",1,"5259",1,
"62574",1,"5211",1,
"62574",1,"5219",1,
"62574",1,"5231",1,
"62574",1,"5240",1,
"62574",1,"5251",1,
"62574",1,"5252",1,
"62574",1,"5259",1,
"62575",1,"5211",1,
"62575",1,"5219",1,
"62575",1,"5231",1,
"62575",1,"5251",1,
"62575",1,"5252",1,
"62575",1,"5259",1,
"62576",1,"5211",1,
"62576",1,"5219",1,
"62576",1,"5239",1,
"62576",1,"5251",1,
"62576",1,"5252",1,
"62576",1,"5259",1,
"62581",1,"5010",1,
"62581",1,"5030",1,
"62581",1,"5040",1,
"62582",1,"5211",1,
"62582",1,"5219",1,
"62582",1,"5239",1,
"62582",1,"5240",1,
"62582",1,"5251",1,
"62582",1,"5252",1,
"62582",1,"5259",1,
"62583",1,"5211",1,
"62583",1,"5219",1,
"62583",1,"5239",1,
"62583",1,"5240",1,
"62583",1,"5251",1,
"62583",1,"5252",1,
"62583",1,"5259",1,
"62584",1,"5211",1,
"62584",1,"5219",1,
"62584",1,"5239",1,
"62584",1,"5240",1,
"62584",1,"5251",1,
"62584",1,"5252",1,
"62584",1,"5259",1,
"62585",1,"5211",1,
"62585",1,"5219",1,
"62585",1,"5239",1,
"62585",1,"5240",1,
"62585",1,"5251",1,
"62585",1,"5252",1,
"62585",1,"5259",1,
"62591",1,"5050",1,
"62591",1,"5211",1,
"62591",1,"5219",1,
"62591",1,"5239",1,
"62591",1,"5252",1,
"62591",1,"5259",1,
"62594",1,"5211",1,
"62594",1,"5219",1,
"62594",1,"5239",1,
"62594",1,"5251",1,
"62594",1,"5252",1,
"62594",1,"5259",1,
"62599",1,"5211",1,
"62599",1,"5219",1,
"62599",1,"5239",1,
"62599",1,"5252",1,
"62599",1,"5259",1,
"63110",0,"5510",1,
"63191",0,"5510",1,
"63192",0,"5510",1,
"63193",0,"5510",1,
"63194",0,"5510",1,
"63195",0,"5510",1,
"63199",0,"5510",1,
"63210",0,"5520",1,
"63220",0,"5520",1,
"63230",0,"5520",1,
"63290",0,"5520",1,
"63300",0,"5520",1,
"64111",0,"6010",1,
"64112",0,"6021",1,
"64121",0,"6010",1,
"64122",0,"6010",1,
"64123",0,"6010",1,
"64124",0,"6010",1,
"64129",0,"6010",1,
"64130",0,"6010",1,
"64211",0,"6021",1,
"64212",0,"6021",1,
"64213",0,"6021",1,
"64214",0,"6021",1,
"64219",0,"6021",1,
"64221",0,"6022",1,
"64222",0,"6022",1,
"64223",0,"6022",1,
"64224",0,"6022",1,
"64229",0,"6022",1,
"64231",0,"6023",1,
"64232",0,"6023",1,
"64233",0,"6023",1,
"64234",0,"6023",1,
"64235",0,"6023",1,
"64236",0,"6023",1,
"64239",0,"6023",1,
"64240",0,"6412",1,
"64250",0,"6023",1,
"64310",0,"6030",1,
"64390",0,"6030",1,
"65111",0,"6110",1,
"65119",0,"6110",1,
"65121",0,"6110",1,
"65122",0,"6110",1,
"65123",0,"6110",1,
"65129",0,"6110",1,
"65130",0,"6110",1,
"65140",0,"6110",1,
"65211",0,"6120",1,
"65219",0,"6120",1,
"65221",0,"6120",1,
"65222",0,"6120",1,
"65229",0,"6120",1,
"65230",0,"6120",1,
"65240",0,"6120",1,
"66110",0,"6210",1,
"66120",0,"6220",1,
"66210",1,"6210",1,"Transport via non-scheduled flights"
"66210",1,"6220",1,"Transport via scheduled flights"
"66290",1,"6210",1,"Transport via scheduled flights"
"66290",1,"6220",1,"Transport via non-scheduled flights"
"66300",0,"6220",1,
"66400",1,"6210",1,"Rental for scheduled flights"
"66400",1,"6220",1,"Rental for non-scheduled flights"
"67110",0,"6301",1,
"67190",0,"6301",1,
"67210",0,"6302",1,
"67220",0,"6302",1,
"67290",0,"6302",1,
"67300",0,"6303",1,
"67400",0,"6303",1,
"67510",0,"6303",1,
"67520",0,"6303",1,
"67530",0,"6303",1,
"67590",0,"6303",1,
"67610",0,"6303",1,
"67620",0,"6303",1,
"67630",0,"6303",1,
"67690",0,"6303",1,
"67710",0,"6303",1,
"67720",0,"6303",1,
"67790",0,"6303",1,
"67811",0,"6304",1,
"67812",0,"6304",1,
"67813",0,"6304",1,
"67820",0,"6304",1,
"67910",0,"6309",1,
"67990",0,"6309",1,
"68111",0,"6411",1,
"68112",0,"6411",1,
"68113",0,"6411",1,
"68119",0,"6411",1,
"68120",0,"6412",1,
"69110",0,"4010",1,
"69120",0,"4020",1,
"69210",0,"4100",1,
"69220",0,"4030",1,
"71100",1,"6511",0,"central bank services"
"71100",1,"6519",0,"deposit services"
"71100",1,"6591",0,"financial leasing services"
"71100",1,"6592",0,"credit granting services"
"71200",0,"6599",1,
"71311",0,"6601",1,
"71312",0,"6602",0,
"71320",0,"6603",1,
"71331",0,"6603",1,
"71332",0,"6603",1,
"71333",0,"6603",1,
"71334",0,"6603",1,
"71335",0,"6603",1,
"71336",0,"6603",1,
"71339",0,"6603",1,
"71410",0,"6601",1,
"71420",0,"6603",1,
"71430",0,"6603",1,
"71511",0,"6599",1,
"71512",0,"6599",1,
"71519",0,"6599",1,
"71521",0,"6712",1,
"71522",0,"6712",1,
"71523",0,"6712",1,
"71531",0,"6712",1,
"71532",0,"6712",1,
"71533",0,"6712",1,
"71541",0,"6711",1,
"71542",0,"6711",1,
"71549",0,"6711",1,
"71551",0,"6719",1,
"71552",0,"6719",1,
"71553",0,"6719",1,
"71559",0,"6719",1,
"71610",0,"6720",1,
"71620",0,"6720",1,
"71630",0,"6720",1,
"71690",0,"6720",1,
"72111",0,"7010",1,
"72112",0,"7010",1,
"72121",0,"7010",1,
"72122",0,"7010",1,
"72130",0,"7010",1,
"72211",0,"7020",1,
"72212",0,"7020",1,
"72221",0,"7020",1,
"72222",0,"7020",1,
"72230",0,"7020",1,
"73111",0,"7111",1,
"73112",0,"7111",1,
"73113",0,"7111",1,
"73114",0,"7111",1,
"73115",0,"7112",0,
"73116",0,"7113",0,
"73117",0,"7111",1,
"73121",0,"7121",0,
"73122",0,"7122",0,
"73123",0,"7123",1,
"73124",0,"7123",1,
"73125",0,"7129",1,
"73129",0,"7129",1,
"73210",0,"7130",1,
"73220",0,"7130",1,
"73230",0,"7130",1,
"73240",0,"7130",1,
"73250",0,"7130",1,
"73260",0,"7130",1,
"73270",0,"7130",1,
"73290",0,"7130",1,
"73310",0,"6599",1,
"73320",0,"6599",1,
"73330",0,"6599",1,
"73340",0,"6599",1,
"73390",0,"6599",1,
"81110",0,"7310",1,
"81120",0,"7310",1,
"81130",0,"7310",1,
"81140",0,"7310",1,
"81150",0,"7310",1,
"81190",0,"7310",1,
"81210",0,"7320",1,
"81220",0,"7320",1,
"81230",0,"7320",1,
"81240",0,"7320",1,
"81290",0,"7320",1,
"81300",1,"7310",1,
"81300",1,"7320",1,
"82111",0,"7411",1,
"82119",0,"7411",1,
"82120",0,"7411",1,
"82130",0,"7411",1,
"82191",0,"7414",1,
"82199",0,"7411",1,
"82211",0,"7412",1,
"82212",0,"7412",1,
"82213",0,"7412",1,
"82219",0,"7412",1,
"82220",0,"7412",1,
"82310",0,"7412",1,
"82320",0,"7412",1,
"82330",0,"7412",1,
"82400",0,"7412",1,
"83111",0,"7414",1,
"83112",0,"7414",1,
"83113",0,"7414",1,
"83114",0,"7414",1,
"83115",0,"7414",1,
"83119",0,"7414",1,
"83121",0,"7414",1,
"83129",0,"7414",1,
"83131",0,"7421",1,
"83139",0,"7421",1,
"83141",0,"7210",0,
"83142",0,"7220",1,
"83149",0,"7220",1,
"83150",0,"7230",1,
"83160",0,"7220",1,
"83190",0,"7414",1,
"83211",0,"7421",1,
"83212",0,"7421",1,
"83219",0,"7421",1,
"83221",0,"7421",1,
"83222",0,"7421",1,
"83311",0,"7421",1,
"83312",0,"7421",1,
"83313",0,"7421",1,
"83319",0,"7421",1,
"83321",0,"7421",1,
"83322",0,"7421",1,
"83323",0,"7421",1,
"83329",0,"7421",1,
"83331",0,"7421",1,
"83332",0,"7421",1,
"83333",0,"7421",1,
"83339",0,"7421",1,
"83341",0,"7421",1,
"83342",0,"7421",1,
"83343",0,"7421",1,
"83349",0,"7421",1,
"83351",0,"7421",1,
"83352",0,"7421",1,
"83353",0,"7421",1,
"83359",0,"7421",1,
"83391",0,"7421",1,
"83392",0,"7421",1,
"83393",0,"7421",1,
"83399",0,"7421",1,
"83410",0,"7499",1,
"83490",0,"7499",1,
"83510",0,"7421",1,
"83520",0,"7421",1,
"83530",0,"7421",1,
"83540",0,"7421",1,
"83550",0,"7421",1,
"83561",0,"7422",1,
"83562",0,"7422",1,
"83563",0,"7422",1,
"83564",0,"7422",1,
"83569",0,"7422",1,
"83610",0,"7430",1,
"83620",0,"7430",1,
"83690",0,"7430",1,
"83700",0,"7413",0,
"83811",0,"7494",1,
"83812",0,"7494",1,
"83813",0,"7494",1,
"83814",0,"7494",1,
"83815",0,"7494",1,
"83819",0,"7494",1,
"83820",0,"7494",1,
"83910",0,"7499",1,
"83990",0,"7499",1,
"84110",0,"6420",1,
"84120",0,"6420",1,
"84130",0,"6420",1,
"84200",0,"6420",1,
"84300",0,"7240",0,
"84410",0,"9220",1,
"84420",0,"9220",1,
"84510",0,"9231",1,
"84520",0,"9231",1,
"85111",0,"7491",1,
"85112",0,"7491",1,
"85121",0,"7491",1,
"85122",0,"7491",1,
"85123",0,"7491",1,
"85124",0,"7491",1,
"85129",0,"7491",1,
"85210",0,"7492",1,
"85220",0,"7492",1,
"85230",0,"7492",1,
"85240",0,"7492",1,
"85250",0,"7492",1,
"85290",0,"7492",1,
"85310",0,"7493",1,
"85320",0,"7493",1,
"85330",0,"7493",1,
"85340",0,"7493",1,
"85400",0,"7495",0,
"85910",0,"7499",1,
"85920",0,"7499",1,
"85930",0,"7499",1,
"85940",0,"7499",1,
"85950",0,"7499",1,
"85960",0,"7230",1,
"85970",0,"7499",1,
"85990",0,"7499",1,
"86111",0,"0140",1,
"86112",0,"0140",1,
"86121",0,"0140",1,
"86129",0,"0140",1,
"86130",0,"0150",0,
"86140",0,"0200",1,
"86150",0,"0500",1,
"86210",1,"1010",1,
"86210",1,"1020",1,
"86210",1,"1030",1,
"86210",1,"1110",1,
"86210",1,"1120",0,
"86210",1,"1200",1,
"86210",1,"1310",1,
"86210",1,"1320",1,
"86210",1,"1410",1,
"86210",1,"1421",1,
"86210",1,"1422",1,
"86210",1,"1429",1,
"86221",0,"4010",1,
"86222",0,"4020",1,
"86223",0,"4100",1,
"86224",0,"4030",1,
"86311",1,"1511",1,
"86311",1,"1512",1,
"86311",1,"1513",1,
"86311",1,"1514",1,
"86311",1,"1520",1,
"86311",1,"1531",1,
"86311",1,"1532",1,
"86311",1,"1533",1,
"86311",1,"1541",1,
"86311",1,"1542",1,
"86311",1,"1543",1,
"86311",1,"1544",1,
"86311",1,"1549",1,
"86311",1,"1551",1,
"86311",1,"1552",1,
"86311",1,"1553",1,
"86311",1,"1554",1,
"86312",0,"1600",1,
"86321",1,"1711",1,
"86321",1,"1712",0,
"86321",1,"1721",1,
"86321",1,"1722",1,
"86321",1,"1723",1,
"86321",1,"1729",1,
"86321",1,"1730",1,
"86322",1,"1810",1,
"86322",1,"1820",1,
"86323",1,"1911",1,
"86323",1,"1912",1,
"86323",1,"1920",1,
"86330",1,"2010",1,
"86330",1,"2021",1,
"86330",1,"2022",1,
"86330",1,"2023",1,
"86330",1,"2029",1,
"86340",1,"2101",1,
"86340",1,"2102",1,
"86340",1,"2109",1,
"86350",1,"2310",1,
"86350",1,"2320",1,
"86350",1,"2330",1,
"86360",1,"2411",1,
"86360",1,"2412",1,
"86360",1,"2413",1,
"86360",1,"2421",1,
"86360",1,"2422",1,
"86360",1,"2423",1,
"86360",1,"2424",1,
"86360",1,"2429",1,
"86360",1,"2430",1,
"86370",1,"2511",1,
"86370",1,"2519",1,
"86370",1,"2520",1,
"86380",1,"2610",1,
"86380",1,"2691",1,
"86380",1,"2692",1,
"86380",1,"2693",1,
"86380",1,"2694",1,
"86380",1,"2695",1,
"86380",1,"2696",1,
"86380",1,"2699",1,
"86390",1,"3610",1,
"86390",1,"3691",1,
"86390",1,"3692",1,
"86390",1,"3693",1,
"86390",1,"3694",1,
"86390",1,"3699",1,
"86411",1,"2731",0,"casting of iron and steel"
"86411",1,"2732",0,"casting of non-ferrous metals"
"86419",1,"2710",1,"manufacture of basic iron and steel"
"86419",1,"2720",1,"manufacture of basic non-ferrous metals"
"86421",0,"2891",0,
"86422",0,"2892",1,
"86423",0,"2892",1,
"86429",1,"2811",1,
"86429",1,"2812",1,
"86429",1,"2813",1,
"86429",1,"2893",1,
"86429",1,"2899",1,
"86431",1,"3410",1,
"86431",1,"3420",1,
"86431",1,"3430",1,
"86439",1,"3511",1,
"86439",1,"3512",1,
"86439",1,"3520",1,
"86439",1,"3530",1,
"86439",1,"3591",1,
"86439",1,"3592",1,
"86439",1,"3599",1,
"86441",0,"3000",1,
"86442",1,"3110",1,
"86442",1,"3120",1,
"86442",1,"3130",1,
"86442",1,"3140",1,
"86442",1,"3150",1,
"86442",1,"3190",1,
"86443",1,"3210",1,
"86443",1,"3220",1,
"86443",1,"3230",1,
"86444",1,"3311",1,
"86444",1,"3312",1,
"86444",1,"3313",1,
"86444",1,"3320",1,
"86444",1,"3330",1,
"86449",1,"2911",1,
"86449",1,"2912",1,
"86449",1,"2913",1,
"86449",1,"2914",1,
"86449",1,"2915",1,
"86449",1,"2919",1,
"86449",1,"2921",1,
"86449",1,"2922",1,
"86449",1,"2923",1,
"86449",1,"2924",1,
"86449",1,"2925",1,
"86449",1,"2926",1,
"86449",1,"2927",1,
"86449",1,"2929",1,
"86449",1,"2930",1,
"86520",1,"2811",1,
"86520",1,"2812",1,
"86520",1,"2813",1,
"86520",1,"2893",1,
"86520",1,"2899",1,
"86530",1,"2911",1,
"86530",1,"2912",1,
"86530",1,"2913",1,
"86530",1,"2914",1,
"86530",1,"2915",1,
"86530",1,"2919",1,
"86530",1,"2921",1,
"86530",1,"2922",1,
"86530",1,"2923",1,
"86530",1,"2924",1,
"86530",1,"2925",1,
"86530",1,"2926",1,
"86530",1,"2927",1,
"86530",1,"2929",1,
"86530",1,"2930",1,
"86540",0,"3000",1,
"86550",1,"3110",1,
"86550",1,"3120",1,
"86550",1,"3130",1,
"86550",1,"3140",1,
"86550",1,"3150",1,
"86550",1,"3190",1,
"86560",1,"3220",1,
"86560",1,"3230",1,
"86570",1,"3311",1,
"86570",1,"3312",1,
"86570",1,"3313",1,
"86570",1,"3320",1,
"86570",1,"3330",1,
"86590",1,"3610",1,
"86590",1,"3692",1,
"86590",1,"3693",1,
"86590",1,"3694",1,
"86590",1,"3699",1,
"86910",1,"2211",1,
"86910",1,"2212",1,
"86910",1,"2213",1,
"86910",1,"2219",1,
"86921",1,"2221",1,
"86921",1,"2222",1,
"86922",0,"2230",1,
"86931",0,"3710",0,
"86932",0,"3720",0,
"87110",1,"2811",1,
"87110",1,"2812",1,
"87110",1,"2813",1,
"87110",1,"2893",1,
"87110",1,"2899",1,
"87120",0,"3000",1,
"87130",0,"7250",0,
"87141",0,"5020",0,
"87142",0,"5040",1,
"87143",1,"3410",1,
"87143",1,"3420",1,
"87149",1,"3511",1,
"87149",1,"3512",1,
"87149",1,"3520",1,
"87149",1,"3530",1,
"87149",1,"3592",1,
"87149",1,"3599",1,
"87151",0,"5260",1,
"87152",1,"3110",1,
"87152",1,"3120",1,
"87152",1,"3130",1,
"87152",1,"3140",1,
"87152",1,"3150",1,
"87152",1,"3190",1,
"87153",1,"3220",1,
"87153",1,"3230",1,
"87154",1,"3311",1,
"87154",1,"3312",1,
"87154",1,"3313",1,
"87154",1,"3320",1,
"87159",1,"2911",1,
"87159",1,"2912",1,
"87159",1,"2913",1,
"87159",1,"2914",1,
"87159",1,"2915",1,
"87159",1,"2919",1,
"87159",1,"2921",1,
"87159",1,"2922",1,
"87159",1,"2923",1,
"87159",1,"2924",1,
"87159",1,"2925",1,
"87159",1,"2926",1,
"87159",1,"2927",1,
"87159",1,"2929",1,
"87159",1,"5260",1,"repair and maintenance of lawnmowers"
"87210",0,"5260",1,
"87220",0,"5260",1,
"87230",0,"5260",1,
"87240",0,"5260",1,
"87290",0,"5260",1,
"91111",0,"7511",1,
"91112",0,"7511",1,
"91113",0,"7511",1,
"91114",0,"7511",1,
"91119",0,"7511",1,
"91121",0,"7512",1,
"91122",0,"7512",1,
"91123",0,"7512",1,
"91124",0,"7512",1,
"91131",0,"7513",1,
"91132",0,"7513",1,
"91133",0,"7513",1,
"91134",0,"7513",1,
"91135",0,"7513",1,
"91136",0,"7513",1,
"91137",0,"7513",1,
"91138",0,"7513",1,
"91141",0,"7514",1,
"91149",0,"7514",1,
"91210",0,"7521",1,
"91220",0,"7521",1,
"91230",0,"7521",1,
"91240",0,"7522",1,
"91250",0,"7522",1,
"91260",0,"7523",1,
"91270",0,"7523",1,
"91280",0,"7523",1,
"91290",0,"7523",1,
"91310",0,"7530",1,
"91320",0,"7530",1,
"91330",0,"7530",1,
"91340",0,"7530",1,
"92110",0,"8010",1,
"92190",0,"8010",1,
"92210",0,"8021",1,
"92220",0,"8021",1,
"92230",0,"8022",0,
"92310",0,"8030",1,
"92390",0,"8030",1,
"92900",0,"8090",0,
"93110",0,"8511",0,
"93121",0,"8512",1,
"93122",0,"8512",1,
"93123",0,"8512",1,
"93191",0,"8519",1,
"93192",0,"8519",1,
"93193",0,"8519",1,
"93199",0,"8519",1,
"93210",0,"8520",1,
"93220",0,"8520",1,
"93290",0,"8520",1,
"93311",0,"8531",1,
"93319",0,"8531",1,
"93321",0,"8532",1,
"93322",0,"8532",1,
"93323",0,"8532",1,
"93324",0,"8532",1,
"93329",0,"8532",1,
"94110",0,"9000",1,
"94120",0,"9000",1,
"94211",0,"9000",1,
"94212",0,"9000",1,
"94221",0,"9000",1,
"94222",0,"9000",1,
"94310",0,"9000",1,
"94390",0,"9000",1,
"94900",0,"9000",1,
"95110",0,"9111",0,
"95120",0,"9112",0,
"95200",0,"9120",0,
"95910",0,"9191",0,
"95920",0,"9192",0,
"95991",0,"9199",1,
"95992",0,"9199",1,
"95993",0,"9199",1,
"95999",0,"9199",1,
"96111",0,"9249",1,
"96112",0,"9249",1,
"96121",1,"9211",1,"motion picture and video production"
"96121",1,"9213",1,"radio and television production"
"96122",1,"9211",1,"production of recorded radio programmes"
"96122",1,"9213",1,"production of live radio programmes"
"96130",0,"9211",1,
"96141",0,"9211",1,
"96142",0,"9211",1,
"96149",0,"9211",1,
"96151",0,"9212",1,
"96152",0,"9212",1,
"96160",0,"9213",1,
"96210",0,"9214",1,
"96220",0,"9214",1,
"96230",0,"9214",1,
"96290",0,"9214",1,
"96310",0,"9214",1,
"96320",0,"9214",1,
"96411",0,"9232",1,
"96412",0,"9232",1,
"96421",0,"9233",1,
"96422",0,"9233",1,
"96510",0,"9241",1,
"96520",0,"9241",1,
"96590",0,"9241",1,
"96610",0,"9241",1,
"96620",1,"9241",1,
"96620",1,"9249",1,
"96910",0,"9219",1,
"96920",0,"9249",1,
"96930",0,"9249",1,
"96990",1,"9219",1,"other entertainment activities"
"96990",1,"9249",1,"other recreation activities"
"97110",0,"9301",1,
"97120",0,"9301",1,
"97130",0,"9301",1,
"97140",0,"9301",1,
"97150",0,"9301",1,
"97210",0,"9302",1,
"97220",0,"9302",1,
"97230",0,"9309",1,
"97290",0,"9302",1,
"97310",0,"9303",1,
"97320",0,"9303",1,
"97910",0,"9309",1,
"97990",0,"9309",1,
"98000",0,"9500",0,
"99000",0,"9900",0,
